"date","indexP","daily_indexP","week_start_date","weekly_indexP"
2014-03-25,1.19503011520352,1.19503011520352,2014-03-19,1.22741212273162
2014-03-26,1.21227072298124,1.21227072298124,2014-03-26,1.24347850829278
2014-03-27,1.23027312550339,1.23027312550339,2014-03-26,1.24347850829278
2014-03-28,1.22364651612562,1.22364651612562,2014-03-26,1.24347850829278
2014-03-29,1.22063943078258,1.22063943078258,2014-03-26,1.24347850829278
2014-03-30,1.24482173559989,1.24482173559989,2014-03-26,1.24347850829278
2014-03-31,1.270833803418,1.270833803418,2014-03-26,1.24347850829278
2014-04-01,1.30186422363873,1.30186422363873,2014-03-26,1.24347850829278
2014-04-02,1.32749448456623,1.32749448456623,2014-04-02,1.39852747218421
2014-04-03,1.34919993581869,1.34919993581869,2014-04-02,1.39852747218421
2014-04-04,1.39632481005951,1.39632481005951,2014-04-02,1.39852747218421
2014-04-05,1.44317586352196,1.44317586352196,2014-04-02,1.39852747218421
2014-04-06,1.42785890671922,1.42785890671922,2014-04-02,1.39852747218421
2014-04-07,1.40675891537739,1.40675891537739,2014-04-02,1.39852747218421
2014-04-08,1.43887938922645,1.43887938922645,2014-04-02,1.39852747218421
2014-04-09,1.47843920105603,1.47843920105603,2014-04-09,1.3329019821208
2014-04-10,1.44369639460397,1.44369639460397,2014-04-09,1.3329019821208
2014-04-11,1.385729431101,1.385729431101,2014-04-09,1.3329019821208
2014-04-12,1.34250734104099,1.34250734104099,2014-04-09,1.3329019821208
2014-04-13,1.29810332739491,1.29810332739491,2014-04-09,1.3329019821208
2014-04-14,1.22278353109785,1.22278353109785,2014-04-09,1.3329019821208
2014-04-15,1.15905464855088,1.15905464855088,2014-04-09,1.3329019821208
2014-04-16,1.10200748935052,1.10200748935052,2014-04-16,1.01869423673659
2014-04-17,1.0491919002502,1.0491919002502,2014-04-16,1.01869423673659
2014-04-18,1.01720870685537,1.01720870685537,2014-04-16,1.01869423673659
2014-04-19,0.990496946079893,0.990496946079893,2014-04-16,1.01869423673659
2014-04-20,0.987615223477239,0.987615223477239,2014-04-16,1.01869423673659
2014-04-21,0.99353265319055,0.99353265319055,2014-04-16,1.01869423673659
2014-04-22,0.990806737952383,0.990806737952383,2014-04-16,1.01869423673659
2014-04-23,0.979225523414765,0.979225523414765,2014-04-23,0.911160767514748
2014-04-24,0.96721730259785,0.96721730259785,2014-04-23,0.911160767514748
2014-04-25,0.946316375324718,0.946316375324718,2014-04-23,0.911160767514748
2014-04-26,0.918320806439332,0.918320806439332,2014-04-23,0.911160767514748
2014-04-27,0.881236763538738,0.881236763538738,2014-04-23,0.911160767514748
2014-04-28,0.857540248307661,0.857540248307661,2014-04-23,0.911160767514748
2014-04-29,0.828268352980171,0.828268352980171,2014-04-23,0.911160767514748
2014-04-30,0.810781486218795,0.810781486218795,2014-04-30,0.779646594317736
2014-05-01,0.799598939910066,0.799598939910066,2014-04-30,0.779646594317736
2014-05-02,0.787565549869401,0.787565549869401,2014-04-30,0.779646594317736
2014-05-03,0.784474142137868,0.784474142137868,2014-04-30,0.779646594317736
2014-05-04,0.77208982350443,0.77208982350443,2014-04-30,0.779646594317736
2014-05-05,0.754987114655674,0.754987114655674,2014-04-30,0.779646594317736
2014-05-06,0.748029103927915,0.748029103927915,2014-04-30,0.779646594317736
2014-05-07,0.724964942883925,0.724964942883925,2014-05-07,0.72679622442666
2014-05-08,0.700346038296611,0.700346038296611,2014-05-07,0.72679622442666
2014-05-09,0.697810809201822,0.697810809201822,2014-05-07,0.72679622442666
2014-05-10,0.704785243624562,0.704785243624562,2014-05-07,0.72679622442666
2014-05-11,0.730908175569186,0.730908175569186,2014-05-07,0.72679622442666
2014-05-12,0.758844968515349,0.758844968515349,2014-05-07,0.72679622442666
2014-05-13,0.769913392895166,0.769913392895166,2014-05-07,0.72679622442666
2014-05-14,0.794515295776977,0.794515295776977,2014-05-14,0.824906193651391
2014-05-15,0.806332554832731,0.806332554832731,2014-05-14,0.824906193651391
2014-05-16,0.819248654727442,0.819248654727442,2014-05-14,0.824906193651391
2014-05-17,0.842110281228325,0.842110281228325,2014-05-14,0.824906193651391
2014-05-18,0.852035789993945,0.852035789993945,2014-05-14,0.824906193651391
2014-05-19,0.839563834268416,0.839563834268416,2014-05-14,0.824906193651391
2014-05-20,0.820536944731904,0.820536944731904,2014-05-14,0.824906193651391
2014-05-21,0.821321549680272,0.821321549680272,2014-05-21,0.80275978273887
2014-05-22,0.813928705356266,0.813928705356266,2014-05-21,0.80275978273887
2014-05-23,0.808027710199506,0.808027710199506,2014-05-21,0.80275978273887
2014-05-24,0.787497919698269,0.787497919698269,2014-05-21,0.80275978273887
2014-05-25,0.768911910689693,0.768911910689693,2014-05-21,0.80275978273887
2014-05-26,0.786047946733904,0.786047946733904,2014-05-21,0.80275978273887
2014-05-27,0.833582736814183,0.833582736814183,2014-05-21,0.80275978273887
2014-05-28,0.851584097712353,0.851584097712353,2014-05-28,0.86822426874522
2014-05-29,0.875499731886892,0.875499731886892,2014-05-28,0.86822426874522
2014-05-30,0.872556115355033,0.872556115355033,2014-05-28,0.86822426874522
2014-05-31,0.867609963918008,0.867609963918008,2014-05-28,0.86822426874522
2014-06-01,0.877214168474933,0.877214168474933,2014-05-28,0.86822426874522
2014-06-02,0.867839001428783,0.867839001428783,2014-05-28,0.86822426874522
2014-06-03,0.865266802440539,0.865266802440539,2014-05-28,0.86822426874522
2014-06-04,0.864497651338148,0.864497651338148,2014-06-04,0.851100670562024
2014-06-05,0.85244496228259,0.85244496228259,2014-06-04,0.851100670562024
2014-06-06,0.86342571535291,0.86342571535291,2014-06-04,0.851100670562024
2014-06-07,0.881210615070092,0.881210615070092,2014-06-04,0.851100670562024
2014-06-08,0.850681265271088,0.850681265271088,2014-06-04,0.851100670562024
2014-06-09,0.832196790060189,0.832196790060189,2014-06-04,0.851100670562024
2014-06-10,0.813247694559153,0.813247694559153,2014-06-04,0.851100670562024
2014-06-11,0.78475589108712,0.78475589108712,2014-06-11,0.79733838646855
2014-06-12,0.777033118684798,0.777033118684798,2014-06-11,0.79733838646855
2014-06-13,0.781029254603925,0.781029254603925,2014-06-11,0.79733838646855
2014-06-14,0.803728489486288,0.803728489486288,2014-06-11,0.79733838646855
2014-06-15,0.812642092896941,0.812642092896941,2014-06-11,0.79733838646855
2014-06-16,0.812947879533561,0.812947879533561,2014-06-11,0.79733838646855
2014-06-17,0.809231978987215,0.809231978987215,2014-06-11,0.79733838646855
2014-06-18,0.825957145427272,0.825957145427272,2014-06-18,0.860239980016586
2014-06-19,0.848967696545295,0.848967696545295,2014-06-18,0.860239980016586
2014-06-20,0.849775148152358,0.849775148152358,2014-06-18,0.860239980016586
2014-06-21,0.850528303501328,0.850528303501328,2014-06-18,0.860239980016586
2014-06-22,0.853703766946307,0.853703766946307,2014-06-18,0.860239980016586
2014-06-23,0.87910143094146,0.87910143094146,2014-06-18,0.860239980016586
2014-06-24,0.913646368602079,0.913646368602079,2014-06-18,0.860239980016586
2014-06-25,0.910511519674788,0.910511519674788,2014-06-25,0.866683597748646
2014-06-26,0.901308461374458,0.901308461374458,2014-06-25,0.866683597748646
2014-06-27,0.908961213077316,0.908961213077316,2014-06-25,0.866683597748646
2014-06-28,0.867417923448758,0.867417923448758,2014-06-25,0.866683597748646
2014-06-29,0.847291355232559,0.847291355232559,2014-06-25,0.866683597748646
2014-06-30,0.82761262799538,0.82761262799538,2014-06-25,0.866683597748646
2014-07-01,0.803682083437261,0.803682083437261,2014-06-25,0.866683597748646
2014-07-02,0.803315756300412,0.803315756300412,2014-07-02,0.751499681836134
2014-07-03,0.791780067914905,0.791780067914905,2014-07-02,0.751499681836134
2014-07-04,0.770111219232283,0.770111219232283,2014-07-02,0.751499681836134
2014-07-05,0.75231928730538,0.75231928730538,2014-07-02,0.751499681836134
2014-07-06,0.729889476074448,0.729889476074448,2014-07-02,0.751499681836134
2014-07-07,0.710513795214243,0.710513795214243,2014-07-02,0.751499681836134
2014-07-08,0.70256817081127,0.70256817081127,2014-07-02,0.751499681836134
2014-07-09,0.690497229415442,0.690497229415442,2014-07-09,0.708923589329146
2014-07-10,0.690939567624318,0.690939567624318,2014-07-09,0.708923589329146
2014-07-11,0.706603865120209,0.706603865120209,2014-07-09,0.708923589329146
2014-07-12,0.726964302685922,0.726964302685922,2014-07-09,0.708923589329146
2014-07-13,0.740245134518578,0.740245134518578,2014-07-09,0.708923589329146
2014-07-14,0.715505994778948,0.715505994778948,2014-07-09,0.708923589329146
2014-07-15,0.691709031160604,0.691709031160604,2014-07-09,0.708923589329146
2014-07-16,0.680510779038932,0.680510779038932,2014-07-16,0.636189383347854
2014-07-17,0.667291552118294,0.667291552118294,2014-07-16,0.636189383347854
2014-07-18,0.647669832001385,0.647669832001385,2014-07-16,0.636189383347854
2014-07-19,0.632302835577614,0.632302835577614,2014-07-16,0.636189383347854
2014-07-20,0.62256227542904,0.62256227542904,2014-07-16,0.636189383347854
2014-07-21,0.620540394885266,0.620540394885266,2014-07-16,0.636189383347854
2014-07-22,0.582448014384444,0.582448014384444,2014-07-16,0.636189383347854
2014-07-23,0.545566904092201,0.545566904092201,2014-07-23,0.502795599869468
2014-07-24,0.516139435304035,0.516139435304035,2014-07-23,0.502795599869468
2014-07-25,0.506425367220482,0.506425367220482,2014-07-23,0.502795599869468
2014-07-26,0.500631716858064,0.500631716858064,2014-07-23,0.502795599869468
2014-07-27,0.485189433916069,0.485189433916069,2014-07-23,0.502795599869468
2014-07-28,0.482527167198712,0.482527167198712,2014-07-23,0.502795599869468
2014-07-29,0.483089174496712,0.483089174496712,2014-07-23,0.502795599869468
2014-07-30,0.485802710815421,0.485802710815421,2014-07-30,0.485797793545245
2014-07-31,0.479753177825143,0.479753177825143,2014-07-30,0.485797793545245
2014-08-01,0.469868833602696,0.469868833602696,2014-07-30,0.485797793545245
2014-08-02,0.468162884420549,0.468162884420549,2014-07-30,0.485797793545245
2014-08-03,0.480714941681266,0.480714941681266,2014-07-30,0.485797793545245
2014-08-04,0.500785715485083,0.500785715485083,2014-07-30,0.485797793545245
2014-08-05,0.515496290986554,0.515496290986554,2014-07-30,0.485797793545245
2014-08-06,0.523184105774154,0.523184105774154,2014-08-06,0.506442900447846
2014-08-07,0.529825712632188,0.529825712632188,2014-08-06,0.506442900447846
2014-08-08,0.533880234194033,0.533880234194033,2014-08-06,0.506442900447846
2014-08-09,0.526241731205031,0.526241731205031,2014-08-06,0.506442900447846
2014-08-10,0.494694536860241,0.494694536860241,2014-08-06,0.506442900447846
2014-08-11,0.470294368051017,0.470294368051017,2014-08-06,0.506442900447846
2014-08-12,0.466979614418255,0.466979614418255,2014-08-06,0.506442900447846
2014-08-13,0.47421499074217,0.47421499074217,2014-08-13,0.478456951739786
2014-08-14,0.477731401927506,0.477731401927506,2014-08-13,0.478456951739786
2014-08-15,0.474068852694828,0.474068852694828,2014-08-13,0.478456951739786
2014-08-16,0.477411963433099,0.477411963433099,2014-08-13,0.478456951739786
2014-08-17,0.480124511779019,0.480124511779019,2014-08-13,0.478456951739786
2014-08-18,0.479951792082689,0.479951792082689,2014-08-13,0.478456951739786
2014-08-19,0.485695149519189,0.485695149519189,2014-08-13,0.478456951739786
2014-08-20,0.481852133888013,0.481852133888013,2014-08-20,0.472171166396453
2014-08-21,0.487893701197378,0.487893701197378,2014-08-20,0.472171166396453
2014-08-22,0.481592414681506,0.481592414681506,2014-08-20,0.472171166396453
2014-08-23,0.477899645929369,0.477899645929369,2014-08-20,0.472171166396453
2014-08-24,0.463900032431753,0.463900032431753,2014-08-20,0.472171166396453
2014-08-25,0.457871007861795,0.457871007861795,2014-08-20,0.472171166396453
2014-08-26,0.454189228785359,0.454189228785359,2014-08-20,0.472171166396453
2014-08-27,0.4548349380516,0.4548349380516,2014-08-27,0.454195041371403
2014-08-28,0.459878725111627,0.459878725111627,2014-08-27,0.454195041371403
2014-08-29,0.459029678073323,0.459029678073323,2014-08-27,0.454195041371403
2014-08-30,0.462116442350186,0.462116442350186,2014-08-27,0.454195041371403
2014-08-31,0.455708666314707,0.455708666314707,2014-08-27,0.454195041371403
2014-09-01,0.445028967448475,0.445028967448475,2014-08-27,0.454195041371403
2014-09-02,0.442767872249905,0.442767872249905,2014-08-27,0.454195041371403
2014-09-03,0.44031578677885,0.44031578677885,2014-09-03,0.43224568366206
2014-09-04,0.43956273829658,0.43956273829658,2014-09-03,0.43224568366206
2014-09-05,0.434456076025172,0.434456076025172,2014-09-03,0.43224568366206
2014-09-06,0.43780269051359,0.43780269051359,2014-09-03,0.43224568366206
2014-09-07,0.429031345300316,0.429031345300316,2014-09-03,0.43224568366206
2014-09-08,0.42094840181784,0.42094840181784,2014-09-03,0.43224568366206
2014-09-09,0.423602746902075,0.423602746902075,2014-09-03,0.43224568366206
2014-09-10,0.424240748485632,0.424240748485632,2014-09-10,0.426449576676539
2014-09-11,0.416257862865192,0.416257862865192,2014-09-10,0.426449576676539
2014-09-12,0.41212591105816,0.41212591105816,2014-09-10,0.426449576676539
2014-09-13,0.423178827423022,0.423178827423022,2014-09-10,0.426449576676539
2014-09-14,0.431988640644152,0.431988640644152,2014-09-10,0.426449576676539
2014-09-15,0.433399091467137,0.433399091467137,2014-09-10,0.426449576676539
2014-09-16,0.443955954792479,0.443955954792479,2014-09-10,0.426449576676539
2014-09-17,0.445058730809379,0.445058730809379,2014-09-17,0.414028685472051
2014-09-18,0.426729695122542,0.426729695122542,2014-09-17,0.414028685472051
2014-09-19,0.408955853899171,0.408955853899171,2014-09-17,0.414028685472051
2014-09-20,0.400346375629414,0.400346375629414,2014-09-17,0.414028685472051
2014-09-21,0.405297059211639,0.405297059211639,2014-09-17,0.414028685472051
2014-09-22,0.405451368505985,0.405451368505985,2014-09-17,0.414028685472051
2014-09-23,0.406361715126229,0.406361715126229,2014-09-17,0.414028685472051
2014-09-24,0.402552198461429,0.402552198461429,2014-09-24,0.404258753884298
2014-09-25,0.405240190593715,0.405240190593715,2014-09-24,0.404258753884298
2014-09-26,0.402087031449857,0.402087031449857,2014-09-24,0.404258753884298
2014-09-27,0.403226009944729,0.403226009944729,2014-09-24,0.404258753884298
2014-09-28,0.402509956935247,0.402509956935247,2014-09-24,0.404258753884298
2014-09-29,0.39990162932286,0.39990162932286,2014-09-24,0.404258753884298
2014-09-30,0.414294260482248,0.414294260482248,2014-09-24,0.404258753884298
2014-10-01,0.428361280972725,0.428361280972725,2014-10-01,0.441555539154595
2014-10-02,0.430886164121401,0.430886164121401,2014-10-01,0.441555539154595
2014-10-03,0.431974425129073,0.431974425129073,2014-10-01,0.441555539154595
2014-10-04,0.437429458077832,0.437429458077832,2014-10-01,0.441555539154595
2014-10-05,0.448865691061571,0.448865691061571,2014-10-01,0.441555539154595
2014-10-06,0.453047457075558,0.453047457075558,2014-10-01,0.441555539154595
2014-10-07,0.460324297644008,0.460324297644008,2014-10-01,0.441555539154595
2014-10-08,0.461948321830087,0.461948321830087,2014-10-08,0.487329047440149
2014-10-09,0.47084001490985,0.47084001490985,2014-10-08,0.487329047440149
2014-10-10,0.480910778533305,0.480910778533305,2014-10-08,0.487329047440149
2014-10-11,0.497769210275284,0.497769210275284,2014-10-08,0.487329047440149
2014-10-12,0.507438709652796,0.507438709652796,2014-10-08,0.487329047440149
2014-10-13,0.498308152579158,0.498308152579158,2014-10-08,0.487329047440149
2014-10-14,0.494088144300562,0.494088144300562,2014-10-08,0.487329047440149
2014-10-15,0.492866828616315,0.492866828616315,2014-10-15,0.5209330239291
2014-10-16,0.485722263999097,0.485722263999097,2014-10-15,0.5209330239291
2014-10-17,0.488023765060313,0.488023765060313,2014-10-15,0.5209330239291
2014-10-18,0.509658205790101,0.509658205790101,2014-10-15,0.5209330239291
2014-10-19,0.536092081620777,0.536092081620777,2014-10-15,0.5209330239291
2014-10-20,0.558997010221918,0.558997010221918,2014-10-15,0.5209330239291
2014-10-21,0.575171012195178,0.575171012195178,2014-10-15,0.5209330239291
2014-10-22,0.602861340489968,0.602861340489968,2014-10-22,0.6628012203567
2014-10-23,0.627322563375051,0.627322563375051,2014-10-22,0.6628012203567
2014-10-24,0.644416878949391,0.644416878949391,2014-10-22,0.6628012203567
2014-10-25,0.671551740240597,0.671551740240597,2014-10-22,0.6628012203567
2014-10-26,0.691938185693492,0.691938185693492,2014-10-22,0.6628012203567
2014-10-27,0.693447244017533,0.693447244017533,2014-10-22,0.6628012203567
2014-10-28,0.708070589730865,0.708070589730865,2014-10-22,0.6628012203567
2014-10-29,0.736091514143667,0.736091514143667,2014-10-29,0.711163353673884
2014-10-30,0.745571922308322,0.745571922308322,2014-10-29,0.711163353673884
2014-10-31,0.7364596797879,0.7364596797879,2014-10-29,0.711163353673884
2014-11-01,0.726418170396617,0.726418170396617,2014-10-29,0.711163353673884
2014-11-02,0.706661080609008,0.706661080609008,2014-10-29,0.711163353673884
2014-11-03,0.675952830116045,0.675952830116045,2014-10-29,0.711163353673884
2014-11-04,0.650988278355631,0.650988278355631,2014-10-29,0.711163353673884
2014-11-05,0.631674342353005,0.631674342353005,2014-11-05,0.674452702478541
2014-11-06,0.636462863559318,0.636462863559318,2014-11-05,0.674452702478541
2014-11-07,0.656207927515999,0.656207927515999,2014-11-05,0.674452702478541
2014-11-08,0.676770661576844,0.676770661576844,2014-11-05,0.674452702478541
2014-11-09,0.703459476248469,0.703459476248469,2014-11-05,0.674452702478541
2014-11-10,0.707520607629202,0.707520607629202,2014-11-05,0.674452702478541
2014-11-11,0.709073038466947,0.709073038466947,2014-11-05,0.674452702478541
2014-11-12,0.726612724648708,0.726612724648708,2014-11-12,0.767451651804351
2014-11-13,0.753889894303884,0.753889894303884,2014-11-12,0.767451651804351
2014-11-14,0.766847884561265,0.766847884561265,2014-11-12,0.767451651804351
2014-11-15,0.779512966194571,0.779512966194571,2014-11-12,0.767451651804351
2014-11-16,0.787647648945448,0.787647648945448,2014-11-12,0.767451651804351
2014-11-17,0.777587966597641,0.777587966597641,2014-11-12,0.767451651804351
2014-11-18,0.78006247737894,0.78006247737894,2014-11-12,0.767451651804351
2014-11-19,0.794859836624983,0.794859836624983,2014-11-19,0.814943183715092
2014-11-20,0.818694584835535,0.818694584835535,2014-11-19,0.814943183715092
2014-11-21,0.819852210468928,0.819852210468928,2014-11-19,0.814943183715092
2014-11-22,0.816884134786857,0.816884134786857,2014-11-19,0.814943183715092
2014-11-23,0.823007709436892,0.823007709436892,2014-11-19,0.814943183715092
2014-11-24,0.812162527868151,0.812162527868151,2014-11-19,0.814943183715092
2014-11-25,0.819141281984298,0.819141281984298,2014-11-19,0.814943183715092
2014-11-26,0.827139781401035,0.827139781401035,2014-11-26,0.832540549632916
2014-11-27,0.831411938583738,0.831411938583738,2014-11-26,0.832540549632916
2014-11-28,0.823356866129536,0.823356866129536,2014-11-26,0.832540549632916
2014-11-29,0.823772188776398,0.823772188776398,2014-11-26,0.832540549632916
2014-11-30,0.833084469048643,0.833084469048643,2014-11-26,0.832540549632916
2014-12-01,0.834878493177858,0.834878493177858,2014-11-26,0.832540549632916
2014-12-02,0.854140110313204,0.854140110313204,2014-11-26,0.832540549632916
2014-12-03,0.891455459596272,0.891455459596272,2014-12-03,0.960714727261794
2014-12-04,0.925994860939954,0.925994860939954,2014-12-03,0.960714727261794
2014-12-05,0.960241701414205,0.960241701414205,2014-12-03,0.960714727261794
2014-12-06,0.976310571034462,0.976310571034462,2014-12-03,0.960714727261794
2014-12-07,0.988367817741989,0.988367817741989,2014-12-03,0.960714727261794
2014-12-08,0.996885192482519,0.996885192482519,2014-12-03,0.960714727261794
2014-12-09,0.98574748762316,0.98574748762316,2014-12-03,0.960714727261794
2014-12-10,0.976307080153787,0.976307080153787,2014-12-10,0.945880805094068
2014-12-11,0.978162270040839,0.978162270040839,2014-12-10,0.945880805094068
2014-12-12,0.96774389569749,0.96774389569749,2014-12-10,0.945880805094068
2014-12-13,0.941753670184164,0.941753670184164,2014-12-10,0.945880805094068
2014-12-14,0.925471461663199,0.925471461663199,2014-12-10,0.945880805094068
2014-12-15,0.919700002136928,0.919700002136928,2014-12-10,0.945880805094068
2014-12-16,0.912027255782072,0.912027255782072,2014-12-10,0.945880805094068
2014-12-17,0.921326533518539,0.921326533518539,2014-12-17,0.938340623294967
2014-12-18,0.927956863458062,0.927956863458062,2014-12-17,0.938340623294967
2014-12-19,0.939680704690227,0.939680704690227,2014-12-17,0.938340623294967
2014-12-20,0.942293489451084,0.942293489451084,2014-12-17,0.938340623294967
2014-12-21,0.94476893395704,0.94476893395704,2014-12-17,0.938340623294967
2014-12-22,0.949755187318523,0.949755187318523,2014-12-17,0.938340623294967
2014-12-23,0.942602650671293,0.942602650671293,2014-12-17,0.938340623294967
2014-12-24,0.928140923903524,0.928140923903524,2014-12-24,0.898680628478765
2014-12-25,0.915816516318387,0.915816516318387,2014-12-24,0.898680628478765
2014-12-26,0.905002214231152,0.905002214231152,2014-12-24,0.898680628478765
2014-12-27,0.899318960868875,0.899318960868875,2014-12-24,0.898680628478765
2014-12-28,0.892644048867156,0.892644048867156,2014-12-24,0.898680628478765
2014-12-29,0.874422821461764,0.874422821461764,2014-12-24,0.898680628478765
2014-12-30,0.875418913700497,0.875418913700497,2014-12-24,0.898680628478765
2014-12-31,0.888498009218496,0.888498009218496,2014-12-31,0.881681927213614
2015-01-01,0.900124722309965,0.900124722309965,2014-12-31,0.881681927213614
