"week_start_date","weekly_indexP"
2018-01-24,1.07566065032034
2018-01-31,1.15319915137941
2018-02-07,1.30256117346768
2018-02-14,1.43702711425015
2018-02-21,1.56615673314862
2018-02-28,1.70665275973944
2018-03-07,1.75524625422711
2018-03-14,1.61801585849403
2018-03-21,1.48708133807788
2018-03-28,1.37528578656705
2018-04-04,1.19801353129464
2018-04-11,1.18329685379228
2018-04-18,1.1496728319261
2018-04-25,1.07351692152675
2018-05-02,1.06511900506355
2018-05-09,0.957258173959285
2018-05-16,0.870750226301788
2018-05-23,0.822265150504163
2018-05-30,0.823839635575255
2018-06-06,0.845752840035842
2018-06-13,0.871513335993939
2018-06-20,0.855989202756383
2018-06-27,0.749520378884206
2018-07-04,0.732699425857344
2018-07-11,0.720036692237708
2018-07-18,0.744063320714645
2018-07-25,0.803663135459633
2018-08-01,0.776100154682049
2018-08-08,0.749628724565199
2018-08-15,0.696234522521358
2018-08-22,0.558277974933021
2018-08-29,0.5534715737058
2018-09-05,0.608336130961765
2018-09-12,0.672054259232007
2018-09-19,0.808530294194642
2018-09-26,1.00145835496128
2018-10-03,0.99595122153605
2018-10-10,0.961235082861862
2018-10-17,0.949684599278828
2018-10-24,0.958483420345569
2018-10-31,0.94695426599069
2018-11-07,1.03317550381934
2018-11-14,1.04190214836674
2018-11-21,1.00188242845865
2018-11-28,0.931565681048815
2018-12-05,0.958356015601368
2018-12-12,1.03621983486812
2018-12-19,1.08594151380101
2018-12-26,1.17642446713685
