state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Centre-West.North	location.rates.Centre-West.Northeast	location.rates.Centre-West.RJ	location.rates.North.Northeast	location.rates.North.RJ	location.rates.Northeast.RJ	location.rates.North.Centre-West	location.rates.Northeast.Centre-West	location.rates.RJ.Centre-West	location.rates.Northeast.North	location.rates.RJ.North	location.rates.RJ.Northeast	location.branchRates	location.treeLikelihood
60000	-65.41062697585743	-16.04777027130434	-49.36285670455309	0.07776625967596795	0.07776625967596788	0.634008077965408	0.7138064667945315	0.7036633069159425	0.316835985458992	0.1863375322468007	2.608426668712153	1.5730078427962828	0.7651411040297273	0.17131011086521936	2.2275456347196108	0.7169928077953979	1.1373056279660532	0.0	-49.36285670455309
62000	-66.02683563745174	-13.045818325151776	-52.98101731229997	0.061858457736284116	0.06185845773628417	1.6949530472636343	0.15630780243604867	1.1071990979023885	0.5772634826532914	1.0337819821285255	0.8593588472628519	0.5100383565569068	0.27468503736452904	0.5456373672823974	2.5289993414034773	0.8814571957229385	0.32699420882037156	0.0	-52.98101731229997
64000	-66.11987190653726	-20.176451416825504	-45.943420489711755	0.07374556669731235	0.07374556669731241	0.17182539404043556	0.10847709031048926	2.8594150735359505	0.8009660313183415	1.9001763499941762	1.3757137037933576	0.9671823647344974	0.697437938657899	0.05908306207695217	6.100612155004892	0.03712537707868805	1.2443895630906172	0.0	-45.943420489711755
66000	-67.6530620096189	-12.821640914956559	-54.831421094662346	0.04849492516056693	0.048494925160566894	2.0709264634663906	0.0934292951105992	0.10564274794373131	0.3242391075376962	1.0422321541324882	1.4507884085462617	1.459473459874127	0.3102096232182651	0.3712002206685751	2.6821343277797265	0.2856118365710742	1.2714604166132741	0.0	-54.831421094662346
68000	-69.51104364584295	-19.002467067428917	-50.50857657841403	0.07679521836266216	0.07679521836266215	1.3230860946435627	0.7097206108951774	0.002435367276174082	2.4149901842841115	1.779880433995316	0.7973949743778358	0.5856260202229477	1.6987360704196546	0.08370925784880755	3.02466357074316	1.172091175561123	1.1769752261403414	0.0	-50.50857657841403
70000	-62.93531836712573	-15.108973387921655	-47.82634497920407	0.08632621958531643	0.08632621958531654	0.2374547665509161	0.026472985092770584	1.1724988217589865	0.42781068066645145	0.23633258586473563	1.4978568334966402	2.9518707231325667	0.8389624838257397	0.12340314550445865	2.42674187740132	0.2362152367293948	0.2677752989304425	0.0	-47.82634497920407
72000	-67.03724957597697	-12.48537110984587	-54.5518784661311	0.04538614331424488	0.04538614331424491	0.07028315308439591	0.9440388836532884	0.8683588916787306	1.4769366697291821	0.8865710748998663	0.7057036856415294	0.9840520389931289	0.14619054925609937	0.06863627673341119	2.489976348456072	1.3005058981922566	1.3569524455412632	0.0	-54.5518784661311
74000	-65.20089516294519	-10.741841114125084	-54.4590540488201	0.04024321145496572	0.04024321145496572	0.44679128170473215	1.9005843973118368	0.13435459819275816	0.18564855406919525	0.6748030886800291	0.9868514876522126	0.09714861952761461	0.43595383240745517	0.7717925446351261	2.9268777709425464	0.7892791723361477	0.8371689971413326	0.0	-54.4590540488201
76000	-68.64534227318221	-20.020182871274617	-48.625159401907595	0.08057211140514912	0.0805721114051491	0.891082246476236	0.7730501033798693	1.0993290367878814	0.7213050615153943	0.6585565642299112	2.4758695453109496	1.147732116648493	1.6951626101269144	0.04387903932601546	3.372191365853457	0.005842636911082862	2.593249827109755	0.0	-48.625159401907595
78000	-57.577484236662464	-7.947247212832806	-49.63023702382966	0.05106424715823887	0.05106424715823888	0.03416740413235879	0.01932280112685917	0.6504807456215284	0.6541498755789695	0.4530756660579318	0.9786927784291228	0.24331160409807387	0.4407388431842555	0.2471515745582939	1.8607211608986733	0.20111755719290242	0.4126745749558476	0.0	-49.63023702382966
80000	-60.52370612287464	-8.09582870575833	-52.42787741711631	0.035408874281902314	0.03540887428190233	0.050779985511259874	0.21615005138087087	0.3999863778631162	0.5455261340814882	0.6756765002724541	0.8039124209292541	0.32731676999486076	0.5055080371734216	0.04333125705923728	3.64723166092454	0.04818839507509769	0.7884456067021922	0.0	-52.42787741711631
82000	-59.30121594154322	-11.249834828786932	-48.05138111275629	0.03334484563758458	0.03334484563758456	0.2164193794017473	0.14101885160872007	0.8626754228377713	0.3286558117830332	0.05489623485203364	1.069248395559098	0.2838965571511739	2.981196230069299	0.0016525112632018793	4.591634648251204	0.08399513258782165	0.7838756497981954	0.0	-48.05138111275629
84000	-67.20222198101413	-16.710799946914392	-50.49142203409975	0.08359393344835579	0.08359393344835579	0.35071392238234295	0.5560116022534722	0.6681686515622194	1.4524115644178843	0.5871364396749035	2.0411293272347306	2.030647097603291	0.5900228909499808	0.47236856135743527	1.0546905494965602	0.31988569536951056	1.0093566522476254	0.0	-50.49142203409975
86000	-60.901823660729505	-9.410520235251704	-51.4913034254778	0.04591344836522161	0.045913448365221626	0.022508388946063416	0.9665458528971983	0.15746373152630158	0.8852444320383476	0.0813124674877758	0.3330830174967089	1.4865106863036686	1.4055242736363598	0.7008091423135766	1.5226710581491714	0.14467166665791048	0.6220043271795694	0.0	-51.4913034254778
88000	-64.48581380839336	-16.52368038114388	-47.96213342724948	0.06621449843674689	0.06621449843674693	0.5741081430160536	0.4911249457745796	0.1864735282760816	1.3515463806661756	0.8590745233719823	2.846716088070432	1.3235146215840465	0.7006276124488628	0.2044854031234222	3.2436136332017607	0.8736549578043642	0.43533705421730373	0.0	-47.96213342724948
90000	-65.80232537554838	-16.917276030301025	-48.88504934524735	0.11525555550045158	0.11525555550045156	0.011985538754868146	0.03123184632370633	0.39618709246651174	1.448596920347535	0.8793261843992645	0.7850425782726477	0.3264869108205395	0.9904711208537245	0.06959812089717717	2.7146986547214604	0.13592065584162963	1.4957487703464742	0.0	-48.88504934524735
92000	-66.77023711581575	-10.55018642407979	-56.22005069173595	0.029654131319027496	0.02965413131902749	0.011327217824332688	0.6325423043240374	0.6400614356736077	0.45445561454597017	0.397407363390294	2.036926834442278	1.475204104905212	1.9775207415898424	0.832235917707744	2.240660361785396	0.22723190657053927	0.3806865223030556	0.0	-56.22005069173595
94000	-63.38778136803684	-11.744492170911382	-51.643289197125455	0.04543873446844563	0.045438734468445624	0.7450682848985427	0.5420847350292364	1.2230199496222436	0.8877065677508931	0.44667830686689214	0.7526859484141228	0.1466412088200395	0.5320593332086482	0.6786487889245307	3.205028666562702	0.05588827617931567	0.5676841078484397	0.0	-51.643289197125455
96000	-68.75371047072412	-19.997383953061732	-48.75632651766238	0.1218403783425256	0.12184037834252551	0.6817343641937569	0.015196082799456917	0.45189998468760156	0.4845461404140528	2.117891729360669	0.7491632601063719	1.3266987474147875	0.5973811814850929	0.1052731879154369	3.397182591449671	0.053087345668563456	0.7613636372176357	0.0	-48.75632651766238
98000	-64.70291830545922	-16.6449225709109	-48.05799573454832	0.08008228763841196	0.08008228763841199	1.2058678975901833	0.9534600075579401	0.7625730353695829	1.4273796032688175	0.11261713605838611	0.6338177668898028	0.9906632071738073	1.8020956506813286	0.4634335083513915	3.568883289803215	0.08984465409345348	0.3446683941441928	0.0	-48.05799573454832
100000	-59.99658183112508	-7.5882855362694475	-52.40829629485563	0.05263569873291092	0.05263569873291092	0.1359168993168725	0.0908178081752966	0.24883345545028468	0.19776644859818865	0.5826925253938326	0.8528788162650608	1.317884058018313	0.7442533745098971	0.08428191512425465	1.1020853463366476	0.371407144521875	0.5287239442677616	0.0	-52.40829629485563
102000	-62.178307209881915	-10.047443482519151	-52.130863727362765	0.04885334394163653	0.0488533439416365	0.09651507761250228	0.43654509473941383	1.140765241544811	0.2648732907586589	0.3787270613936831	0.8919857451298503	0.025711843710150697	0.6930582770598559	0.43903683097464485	2.868043488619533	0.6445295153872453	0.681967133241065	0.0	-52.130863727362765
104000	-69.3786080283806	-21.12914874779608	-48.24945928058451	0.061884361355257086	0.06188436135525717	1.2259996560077613	0.4212238646712478	0.3130309785276431	1.0364223825135614	1.328714523591331	2.378110284680759	3.5888712536778504	0.2507858472865892	0.21008795339654388	6.52172644134702	0.09016450826619295	0.42997237495770674	0.0	-48.24945928058451
106000	-69.26025223011567	-12.360943302991641	-56.899308927124025	0.03592547681436611	0.03592547681436613	0.34569280046414785	0.7574969237248979	0.08538977956595088	1.222938242816863	0.5075137751390857	0.6601113442672251	0.8409954404915747	1.8855387524771579	1.9768587605679353	1.7062068186995432	1.1328822863325558	1.1722805195684525	0.0	-56.899308927124025
108000	-63.21043151635078	-10.015997839758263	-53.19443367659252	0.06353399824760057	0.06353399824760057	0.39453382810892673	0.5141189526890007	0.5239518892789647	0.3345489329708847	1.2322973992385624	0.8589286752978295	0.6906526937610447	0.30809410496678696	0.16265365093253084	1.1779517049227488	0.7514049601576708	0.3258279452787545	0.0	-53.19443367659252
110000	-69.08461307259459	-18.092232419026196	-50.9923806535684	0.08857909067759037	0.08857909067759034	3.9110690787572677	0.3160136603831341	0.5790905575067722	0.8400684977243829	0.01522285073927283	0.520585920909374	2.7244243761159797	0.1884982709426709	0.25883350380139064	2.3275646951125837	0.5118217279473337	0.6578669946803058	0.0	-50.9923806535684
112000	-59.82247946853791	-13.860273652074564	-45.96220581646334	0.07947022702021735	0.07947022702021733	0.09879625367035876	1.2933351742127102	0.13830407331542569	0.7096847652943471	0.04229384422369864	1.0791331266921609	0.14256919234102458	0.9692699106865287	0.16122696700710917	3.776209956049905	0.13284126072519636	0.7646180933969872	0.0	-45.96220581646334
114000	-64.17917819354022	-13.129486404159692	-51.049691789380525	0.06522952069729666	0.06522952069729669	0.12164926844354351	1.1301388666391918	1.3730333329081277	1.638186178387619	0.1288040428282723	0.9844427649308302	2.5539717098813366	0.5907729825975347	0.23604897866329716	0.6660502488258956	0.25668553561226404	0.2836262980284884	0.0	-51.049691789380525
116000	-65.02395415815363	-15.65501596896965	-49.368938189183986	0.05916328030453069	0.05916328030453072	0.18304270671091877	0.041322981147729636	0.6673634556935985	0.8877768264078253	0.6234484571087985	1.1274600377147963	0.4721601271835005	4.166156353032531	0.5942002308934192	3.089120678807578	0.1552411615575276	1.0560019946578412	0.0	-49.368938189183986
118000	-68.30059731595908	-18.927698180787065	-49.37289913517202	0.052401060251570014	0.052401060251570014	0.12865407549417482	0.5584122340000045	0.09510882046801189	1.6549374056721307	0.16812359432305599	3.9932968400965496	3.04729939451521	1.7675080107243248	0.3523948064578971	5.030322469792719	0.04332808540940316	0.501505036220547	0.0	-49.37289913517202
120000	-61.220617589487716	-11.986572473184985	-49.23404511630273	0.0761455181576661	0.07614551815766606	0.03743384647711513	0.8994093908127793	0.2657009075890004	2.6591119637562883	0.24210305928067086	0.21247804148837354	0.4518167587784118	0.5813618848583796	0.019801280578863534	2.0254375933162447	0.10499007666374009	0.3897173463493535	0.0	-49.23404511630273
122000	-56.25437533048853	-9.10282007102554	-47.15155525946299	0.07401841819918291	0.07401841819918302	0.09829445189060956	0.40056723464399707	0.1433177733018336	0.09183329098510694	0.11089913073922997	0.7747240941381274	0.4701477766892303	0.15520384996298756	0.15410506519488698	1.9299342970169493	0.0366629044535264	0.8887895822205287	0.0	-47.15155525946299
124000	-67.26080858151639	-16.24154759628381	-51.01926098523257	0.059837704340275	0.05983770434027504	1.436886422411702	1.6453706326945885	0.1807012044130228	1.950793908412044	0.04704424385771085	0.9894971240150258	0.18385524649770424	2.983612596799805	0.37478049646727957	2.296217361897641	0.5515696242521633	0.7394553547455901	0.0	-51.01926098523257
126000	-62.81618728336916	-14.461324318117878	-48.35486296525128	0.0751673614141263	0.07516736141412624	2.304818356372467	2.7653257389426127	0.25619968143804195	0.017083672903289347	0.11726452411832	0.39015115221499913	0.49523635858733145	0.47113248928656654	0.16085663382593215	3.0590029696631515	0.04430640422613028	0.1854005338540616	0.0	-48.35486296525128
128000	-57.456985703270135	-9.552137045634222	-47.90484865763591	0.060597451535798603	0.0605974515357986	0.8960313164596556	0.12854054172115978	0.03737855581409815	0.3285053211872873	0.1168916590042071	2.042313713415827	0.4673919632337779	1.2295438525198568	0.14700352853628143	1.8559930402594988	0.05833555979570248	0.1823675416242142	0.0	-47.90484865763591
130000	-66.67574555943335	-15.549661436581767	-51.12608412285158	0.06572746125105665	0.06572746125105658	0.4386988052799215	0.08925030480137121	0.28312699027966814	0.02293836652560186	2.223892165353472	0.8090093203783547	0.8307225976041712	1.0393916585132166	0.1774754156175685	4.241050870109938	1.4453817842407293	0.7179391301112996	0.0	-51.12608412285158
132000	-63.17548511083241	-12.805863405120384	-50.36962170571203	0.07528538997607677	0.07528538997607674	0.056481289836743935	0.04789099752281385	0.13088676135931301	1.6868435365457102	1.064894218795924	2.9376987994253567	0.7484077056285562	0.02040963082251273	0.3569430986370491	1.4231987813294231	0.07814579286121832	0.24679430615023423	0.0	-50.36962170571203
134000	-64.56253937038835	-12.660076538313064	-51.90246283207529	0.060297197534023274	0.060297197534023225	1.1844892750312588	0.303722629973043	0.7216822842478599	0.30014612371539645	1.057201824406481	0.6725738927486457	1.9371663983019667	0.5135952654612098	0.23150778426212218	2.0589074940808243	0.4479869508189827	0.727207259985427	0.0	-51.90246283207529
136000	-61.90003077450997	-9.726758700626132	-52.173272073883844	0.04030238549442981	0.0403023854944298	0.6544787473711698	0.0652693991921821	0.4648132145727404	0.25959670503301263	0.6344721364933137	0.7293986663552822	0.31337034582915674	0.7690038743373463	0.8439924935238264	3.317816439860082	0.1590014587732868	1.065851839680631	0.0	-52.173272073883844
138000	-63.55243363691373	-13.810022423579664	-49.742411213334066	0.07378160700383025	0.07378160700383025	1.0115075963522417	0.680006271192625	1.4593713507052388	0.5340163227201048	0.5207217126874054	0.581690742270741	1.306632670230058	0.7452392843706753	0.17155609362089294	2.643270797501809	0.1084773061980993	0.6017980693342523	0.0	-49.742411213334066
140000	-67.82447286182433	-15.836343929814884	-51.988128932009445	0.053608648484037374	0.05360864848403736	0.3738026440940738	2.1290382871302977	0.07004905521014922	0.5945025732482485	0.37069280843210345	0.8939931425883181	0.9445454909417424	0.916864930740592	0.2041760667453958	4.235514453649098	1.9915696187992642	0.8841420074161646	0.0	-51.988128932009445
142000	-61.62664221571944	-10.862436250783496	-50.76420596493595	0.062075799701257844	0.06207579970125775	0.09855924721820128	0.11022413350712246	0.46218020752289	1.3525936357652277	0.06918464999644655	0.3472489702019746	0.28144744047350917	1.3762025802752362	0.06126326410108545	2.190344002716177	1.1463631146131212	0.36785731173031555	0.0	-50.76420596493595
144000	-63.29800745784576	-14.502654566652971	-48.79535289119279	0.07541462589673326	0.07541462589673319	0.2483560479213483	0.34404931758338303	1.4997164496942839	2.0159551489518788	0.6697563153647729	0.7399505158068035	0.20780328046655705	1.651960051508886	0.5078200215746833	1.5870966354728617	0.45235508794532225	0.5589448360838256	0.0	-48.79535289119279
146000	-61.967561423541234	-13.269391176170222	-48.69817024737101	0.07460751613224176	0.07460751613224179	0.6882580087255189	0.4731247512404461	0.662809895114915	0.32492650177738464	0.4999996714206724	0.7052707745969954	0.5277713047087095	0.4851574524570794	1.1205953735956866	3.14651352192584	0.016471543949073884	0.700579015196745	0.0	-48.69817024737101
148000	-69.2414161598608	-18.762889325401883	-50.47852683445892	0.10515665812951674	0.10515665812951668	0.5468897787034261	0.9088710233784046	0.32110840235012456	0.3106739863072043	4.012032916344468	1.436904757180249	1.0484305717908404	1.1506979313448893	0.15611776220747803	1.9140343504787547	0.12184853253733627	0.28501720934082186	0.0	-50.47852683445892
150000	-62.74977262601679	-13.682151796204455	-49.06762082981234	0.05554720259019128	0.055547202590191296	0.6797767761534633	0.4464261196137883	0.10492621817534317	0.5073479522667238	0.125307131670512	1.5040040337521072	3.2927123476777007	0.2081769276699071	0.2944961060862553	3.6638596152016794	0.15485975647405475	0.34932177533570286	0.0	-49.06762082981234
152000	-68.53598666899093	-19.632780977484373	-48.90320569150656	0.04344904708908432	0.043449047089084314	0.1411410425481457	1.3697753793402294	0.39248511955330045	3.794486296753277	0.3645767142302093	1.303096575771022	0.8439526461815616	0.6379552096365777	0.07195726322371779	8.516996172249524	0.07151234583513724	1.4723886932702082	0.0	-48.90320569150656
154000	-67.71142100013196	-17.714346637848863	-49.99707436228311	0.07851747497976665	0.07851747497976663	0.7750334384947183	0.9107529797059241	0.051695897614748694	2.0941585600341117	0.7399726398155497	0.3356732366517113	0.8440493797562069	1.461871343334579	0.7449262595500354	4.721659692210516	0.04606595360888507	1.2171578437583959	0.0	-49.99707436228311
156000	-62.47313617832233	-13.038726434287312	-49.434409744035015	0.10644478091792577	0.10644478091792586	0.5935952071038162	0.08138925031199029	0.06414624409266977	1.9726876037297874	0.8899353988618833	0.4600795993840108	0.058091855650103726	0.3731814399106343	0.018115682509148252	1.5484472907512972	0.4595109076598921	0.14632037044665155	0.0	-49.434409744035015
158000	-62.43022621650642	-11.81404058436919	-50.61618563213723	0.049164730941820146	0.04916473094182008	0.014429106096871563	0.9612289200288575	0.2270128005886582	1.637260876828902	0.5068841801565074	0.649621109914333	0.9168120744823052	0.8151059936394729	1.4694262661588988	2.3905626400716162	0.058989922896603895	0.8326859108132953	0.0	-50.61618563213723
160000	-66.46036345562229	-17.33833232368023	-49.12203113194206	0.0965398848124567	0.09653988481245679	0.2071854847277468	0.3358455267713389	0.4551908466087899	0.41612562620506477	0.1647224465857683	0.6159443493054075	3.121785988495995	0.14854210439455437	0.3476444211678751	3.54946072102639	1.0771041745679149	0.6026786419554147	0.0	-49.12203113194206
162000	-64.01863090822582	-11.930809050560205	-52.08782185766561	0.039657602957194824	0.03965760295719476	0.11969082188251087	0.6522820042612073	0.2659544403085911	1.0717940978218286	1.6417207954331943	1.5260119806554269	1.8985965947337182	0.28696709794937414	0.42123305543978495	2.9361532142392237	0.20098375985476183	0.5725257678275218	0.0	-52.08782185766561
