"","Date","d2m","t2m","tp","RH"
"layer.345",2014-12-11,20.6048355306192,27.3450637085654,0.0115230520400859,66.6961576664691
"layer.346",2014-12-12,21.1632522579523,27.9677868236702,0.0127368204082707,66.5587439666106
"layer.347",2014-12-13,20.9055313160454,27.4828591067384,0.00151850170317579,67.3961196641214
"layer.348",2014-12-14,21.9819706141325,25.1757881458614,1.35403867177268,82.4923555095521
"layer.349",2014-12-15,19.9309406888432,24.8842333717243,0.206717665531313,73.996766805515
"layer.350",2014-12-16,17.7850415391463,24.4949817478487,0.00835692433924656,66.2388075072511
"layer.351",2014-12-17,18.4819429304555,24.8353108524433,1.54949153385274e-05,67.808593372386
"layer.352",2014-12-18,20.1029681821308,26.9139083269523,0,66.3180931532931
"layer.353",2014-12-19,21.2153662717715,27.5098833594377,0.000191103955841864,68.5822711002691
"layer.354",2014-12-20,22.4114567099925,27.6771077107622,4.64847460155823e-05,73.0609602426283
"layer.355",2014-12-21,22.1322971536441,29.4259581098366,0.0161353718391881,64.893270760653
"layer.356",2014-12-22,22.7967904857858,29.8817532512638,0.00965333225590341,65.8162624264637
"layer.357",2014-12-23,22.8634917867792,27.0718035182596,0.0537983460553721,77.8034305018262
"layer.358",2014-12-24,22.5077474475376,26.8766186303063,0.0530855799497998,77.020528289665
"layer.359",2014-12-25,21.9388859541476,26.9820212988604,0.0761626738606487,73.9394557173906
"layer.360",2014-12-26,21.3511604323416,27.7009256961921,0.0281490961983274,68.3873307080455
"layer.361",2014-12-27,20.4544296792159,27.3698786006253,0.0152573266366714,65.9844572910773
"layer.362",2014-12-28,21.0779126623887,28.6703702428637,0,63.5594130272235
"layer.363",2014-12-29,20.1484566025284,30.0309861322592,0,55.4868861024418
"layer.364",2014-12-30,22.014897251054,29.2652338591739,0,65.031275714101
"layer.365",2014-12-31,20.6207284135505,29.0812776425191,3.09898306770548e-05,60.3431105841496
"layer.366",2015-01-01,21.2425397460809,29.8486061058168,0,59.9798817238599
"layer.367",2015-01-02,22.311621340976,30.872786215159,0.000366712996345149,60.3776174858353
"layer.368",2015-01-03,23.1859068287258,29.881733043697,0.0293370397076146,67.3848185421864
"layer.369",2015-01-04,22.5425104597996,27.9089625966455,0.0792409970412364,72.6546238564256
"layer.370",2015-01-05,21.7571152999996,27.2823528928548,0.0426368420398518,71.8459809550537
"layer.371",2015-01-06,21.0499826746499,25.8271857982896,0.0972719135235044,74.9613205088228
"layer.372",2015-01-07,20.4046462148323,27.4474689213739,0.0167913232551857,65.4838194728882
"layer.373",2015-01-08,19.7118263354928,27.9539446403958,0,60.9059891324551
"layer.374",2015-01-09,19.7255411918574,28.6582861179029,0,58.5104338057128
"layer.375",2015-01-10,19.5110818364633,29.0635488705588,0,56.3965452857674
"layer.376",2015-01-11,20.6522823446525,29.0445672294554,0,60.5890847512492
"layer.377",2015-01-12,20.6561015172878,30.2209305245495,0,56.6320705594171
"layer.378",2015-01-13,20.9884854539407,30.0574513089431,0,58.3470676415483
"layer.379",2015-01-14,21.2468652946408,28.5814973639716,9.29694920311645e-05,64.5539609940846
"layer.380",2015-01-15,20.9720312868521,28.8267566025148,0,62.5772676450114
"layer.381",2015-01-16,21.29996765665,28.6211176666579,0.0303183843457214,64.6157012941821
"layer.382",2015-01-17,20.379913106424,28.0972432326006,9.81344638106737e-05,62.9489789377329
"layer.383",2015-01-18,20.5982160381123,29.3763620049948,0,59.2406626263835
"layer.384",2015-01-19,20.2992468115611,28.9171383130631,0,59.72280169343
"layer.385",2015-01-20,20.0432219239556,29.1720837119707,5.16497177950914e-06,57.9240150749164
"layer.386",2015-01-21,20.8155855298434,29.6090251935511,0.00715865088640032,59.2387128002358
"layer.387",2015-01-22,21.9185211007024,28.4035427946636,0.0375493448370348,67.9605187571705
"layer.388",2015-01-23,20.7689684402165,26.8647769961474,0.0217600261070739,69.3001623344263
"layer.389",2015-01-24,21.0180870923217,27.780967868382,0.0337840804097724,66.6913468521091
"layer.390",2015-01-25,20.4102285518312,27.4346640598631,0.00872363733559172,65.5555157845281
"layer.391",2015-01-26,20.7716406408783,28.5554902254691,0.00181290509460781,62.7911871837406
"layer.392",2015-01-27,21.6160743527421,27.9735594519263,0.0240790984360738,68.4079307603423
