"","Date","d2m","t2m","tp","RH"
"layer.34",2014-02-03,22.1797927749953,28.1246716366364,0.0132119978119855,70.1813408732126
"layer.35",2014-02-04,22.2399050880557,28.3871881372473,0.0107069864989234,69.3706542335974
"layer.36",2014-02-05,21.4580667615567,27.5348733837434,0.0180980611154017,69.5082793461397
"layer.37",2014-02-06,20.7985517758533,27.7854674199282,0.0166776938760365,65.7798984281999
"layer.38",2014-02-07,21.5119378388248,28.0824782371078,0.0186662080111477,67.543236026082
"layer.39",2014-02-08,20.3763684749526,28.5637551203001,0.000356383052786157,61.250364109756
"layer.40",2014-02-09,20.4970872751682,28.0976069688034,0.00113629379149211,63.4044161631964
"layer.41",2014-02-10,20.9069162236943,28.2426972985999,1.54949153385274e-05,64.477849611652
"layer.42",2014-02-11,19.9629399867222,26.78720014711,0.00392021358064777,66.2375223450111
"layer.43",2014-02-12,20.0808767698106,27.6976385986554,0.000315063278550083,63.2542249242274
"layer.44",2014-02-13,20.4603902729295,28.2424615436536,0,62.7296367486797
"layer.45",2014-02-14,20.716366353217,28.286291756095,0,63.5648205471694
"layer.46",2014-02-15,21.1573282697271,25.8798803967111,0.0762246535220029,75.2217777562289
"layer.47",2014-02-16,21.6607879569661,25.7527613296767,0.175397276660367,78.1642254415738
"layer.48",2014-02-17,21.6161902701224,24.5991517548266,0.0678780591263155,83.4940923759812
"layer.49",2014-02-18,20.6897724658091,23.8889904980741,0.21697013451364,82.3107423286868
"layer.50",2014-02-19,20.4231502892778,24.002833193705,0.132512515975099,80.4168167605092
"layer.51",2014-02-20,19.9352723383178,25.4769145708175,0.00185938984062342,71.4501712818567
"layer.52",2014-02-21,20.8138223654798,26.8301546983222,0.00238621696213338,69.6333506361209
"layer.53",2014-02-22,20.1926699317427,27.1337666539977,0.00166312091300205,65.8314238690357
"layer.54",2014-02-23,21.8329557712929,27.3507622424097,0.00736008478580115,71.8907378384444
"layer.55",2014-02-24,21.0047077862686,27.9188238892556,0.00134805763445196,66.1024615735077
"layer.56",2014-02-25,21.0332356636532,27.5851161307236,0.00459682488376352,67.5219405194782
"layer.57",2014-02-26,21.3444921325167,27.4592431969767,0.0108929254829857,69.3325939904094
"layer.58",2014-02-27,21.1717447312883,28.5411226454572,0.000785075710485441,64.4079917334863
"layer.59",2014-02-28,20.5442595480376,28.4642867405366,0.00043385762947882,62.2467131192685
"layer.60",2014-03-01,21.0373781847704,27.2319686929068,0.00109497401725604,68.9505175099548
"layer.61",2014-03-02,21.8405636119898,25.7053947930412,0.226695776374456,79.2497415452399
"layer.62",2014-03-03,21.7827391419618,25.6681455115289,0.0725523585867715,79.1450758211679
"layer.63",2014-03-04,21.101236459489,25.4183193628834,0.0205824125413458,77.0445812373285
"layer.64",2014-03-05,21.2964291260933,26.5729056367967,0.0370018578284068,72.8227640015654
"layer.65",2014-03-06,21.6094426584057,26.2759823857401,0.0130312237997027,75.5437229715073
"layer.66",2014-03-07,21.9290024722479,24.8910567934552,0.309324994903051,83.6337075966011
"layer.67",2014-03-08,21.6222911848753,23.9666481773788,0.0847571869017527,86.7528138212878
"layer.68",2014-03-09,21.8070329845079,25.0620060729309,0.00676094805937806,82.1714102632883
"layer.69",2014-03-10,22.2122801460546,26.3611909591814,0.024192727815223,77.981095348512
"layer.70",2014-03-11,21.5393126433211,27.122282020186,0.00795405654044475,71.5643249503842
"layer.71",2014-03-12,21.5919330330648,27.554521874552,0.000289238419652538,69.9995461650544
"layer.72",2014-03-13,21.795178907143,26.8192156688148,0.0333192329496166,73.9985294145409
"layer.73",2014-03-14,21.837818200351,27.1187389601362,0.0179431119620164,72.8971995372219
"layer.74",2014-03-15,21.6207110479543,26.9270297736766,0.0110736994952685,72.7510665146106
"layer.75",2014-03-16,21.4168794860598,27.6388952018979,8.78045202516554e-05,68.9126384737354
"layer.76",2014-03-17,20.5866304009966,27.1798601139233,0.000196268927621373,67.2697694229292
"layer.77",2014-03-18,20.8690417449083,26.9555561221766,9.29694920311645e-05,69.3570846593959
"layer.78",2014-03-19,20.881963482355,27.0430346789578,0.00258765086153431,69.0564492053466
"layer.79",2014-03-20,20.232783446243,27.4766217044454,0,64.6819431913094
"layer.80",2014-03-21,21.5110776098446,28.8705666073893,0,64.5166425987078
"layer.81",2014-03-22,22.8532178463353,26.2468565460911,0.0153399661851435,81.6257624802826
"layer.82",2014-03-23,21.565955338047,23.3948144513924,0.702286377831701,89.4830375161991
"layer.83",2014-03-24,18.6807473385935,22.5747038235504,0.18316022924497,78.6672862265401
"layer.84",2014-03-25,18.8469911646953,22.8797235730479,0.194791745692425,78.0319776609025
"layer.85",2014-03-26,21.2797309224146,23.9799245487822,0.108237148611403,84.8843049888341
"layer.86",2014-03-27,21.147926760093,24.4809105454835,0.13649987418888,81.7088082028503
"layer.87",2014-03-28,21.0645699618241,24.7796794209768,0.124522304632197,79.8525495270271
"layer.88",2014-03-29,21.3138777422866,24.9374601027388,0.0382104612248122,80.3233816249117
"layer.89",2014-03-30,22.0383735710231,26.0130819413595,0.013186172953088,78.7630593498424
"layer.90",2014-03-31,22.6142633182085,26.1910836616567,0.00560399438076783,80.7169989676901
"layer.91",2014-04-01,22.6505820637325,26.0240277067224,0.0305301481886814,81.6981859019152
"layer.92",2014-04-02,22.7888165902037,26.3649428307551,0.0615922884706521,80.7428598348651
"layer.93",2014-04-03,22.7603741256257,25.5330175121766,0.127254574703558,84.6730318038193
"layer.94",2014-04-04,22.0555476460526,23.6012886333447,0.570300688978113,91.0580602491701
"layer.95",2014-04-05,20.7017851669576,24.9457923561259,0.160671942116985,77.3203793782184
"layer.96",2014-04-06,19.0113803127122,24.0636512339897,0.0023862169621334,73.4040349567906
"layer.97",2014-04-07,19.9195929874028,24.0432820066311,0.000206598871180366,77.7624867078318
"layer.98",2014-04-08,20.9243343353139,24.3382855388395,0.0110995243541661,81.2855877434063
"layer.99",2014-04-09,21.6100222453072,25.6467254906954,0.000222093786518893,78.413575524477
"layer.100",2014-04-10,22.673210356551,26.6598587968405,0.00663182376489031,78.7967600200427
"layer.101",2014-04-11,22.2575306307768,26.0612837240903,0.036041173077418,79.5942220810234
"layer.102",2014-04-12,21.0183311289118,26.2753492153129,0.011817455431518,72.8582591504908
"layer.103",2014-04-13,21.1222297071537,26.1225732742677,0.00783009721773656,73.9895712876366
"layer.104",2014-04-14,22.5269653290092,25.2519504652212,0.360706134165613,84.888763482078
"layer.105",2014-04-15,19.9526111380455,21.4644596871046,0.491534869340591,91.1104545104389
"layer.106",2014-04-16,20.266930266115,22.51343448094,0.422143473482879,87.14247038276
"layer.107",2014-04-17,20.4327104226956,22.9739851364264,0.516223434446647,85.6143922024362
"layer.108",2014-04-18,21.1090700340317,24.7422819506411,0.00831560456501036,80.2500906996387
"layer.109",2014-04-19,22.5701720072893,26.0680128438428,0.000258248588975457,81.0891200528452
"layer.110",2014-04-20,23.0431820289964,26.2559566870174,0.00350185086650746,82.525626953628
"layer.111",2014-04-21,21.2458647446213,24.9377295369632,0.0647790760586096,79.9878425693959
"layer.112",2014-04-22,21.2650643233487,24.8394399319311,0.00476726895248727,80.553145172765
"layer.113",2014-04-23,22.1092723013666,25.3957340390298,0.00928145428777875,82.0542012809199
"layer.114",2014-04-24,21.4163670092206,23.6366249318643,0.334395767920791,87.3841448405686
"layer.115",2014-04-25,18.5922352673584,22.5877579117187,0.114600393843759,78.1709246077608
"layer.116",2014-04-26,16.6032211405324,22.4809743927649,0.00551102488873677,69.4051030525703
"layer.117",2014-04-27,16.8301751693403,21.9161257490441,0.0210627549168402,72.8761439513708
"layer.118",2014-04-28,15.9447128057632,20.2974794388725,0.0825878987543587,76.0794660595023
"layer.119",2014-04-29,13.8356387775149,20.422173597888,0.0011827785375077,65.9092652686924
"layer.120",2014-04-30,14.9546136532592,20.5472921158068,0.000542322036848486,70.3081156114148
"layer.121",2014-05-01,15.9581348182197,21.7453920169478,0,69.6641783774204
"layer.122",2014-05-02,16.4951922430027,22.7376711141306,0,67.8644117943812
"layer.123",2014-05-03,18.3376745992936,22.2719877366708,0.00253600114373919,78.4252130962962
"layer.124",2014-05-04,19.7665088344231,23.4229029692778,0.0150249029065935,79.9587485829504
"layer.125",2014-05-05,19.9072996441757,23.9321269173877,9.29694920311645e-05,78.2238979986687
"layer.126",2014-05-06,19.8166827573509,24.5723093702286,0,74.8567442896047
"layer.127",2014-05-07,19.9502378822067,24.5696958582527,4.64847460155823e-05,75.490612536627
"layer.128",2014-05-08,20.2549358677108,25.0458130760492,0.000134289266267238,74.770965798647
"layer.129",2014-05-09,20.0757214968444,24.8391839694179,0.00824845993187682,74.8640140170534
"layer.130",2014-05-10,17.7261616108661,21.0114868691772,0.117244859394868,81.5149865865738
"layer.131",2014-05-11,16.1315289164118,19.5454346319494,0.172158839354614,80.6636440431126
"layer.132",2014-05-12,14.03216754445,19.9450123224722,0.00100200452522483,68.7534874626667
"layer.133",2014-05-13,15.7274348277534,20.3951021941994,0.0119775695566828,74.5792598292301
"layer.134",2014-05-14,17.8247401914435,22.0849667057145,0.00561948929610641,76.8081060474915
"layer.135",2014-05-15,18.702710631704,22.3965539144298,0.00974113677615509,79.6326808462918
"layer.136",2014-05-16,18.7673254198519,21.9114914803858,0.000294403391432021,82.3524497923487
"layer.137",2014-05-17,18.8111909969253,22.3825163913427,0.00327975707998854,80.242881177566
"layer.138",2014-05-18,19.1988553221541,21.8168998600825,0.0293628645665122,85.089720320886
"layer.139",2014-05-19,19.401442297439,22.7009674369226,0.0310414803948528,81.6556067860874
"layer.140",2014-05-20,18.8896792652214,22.0839765349401,0.0109394102290013,82.1159985381171
"layer.141",2014-05-21,19.1548372222119,22.4837293577086,0.000562981923966496,81.4791365229198
"layer.142",2014-05-22,17.757965679473,23.5630693886249,8.26395484721462e-05,69.9323960601033
"layer.143",2014-05-23,18.8352347019665,25.3436389317574,0.0236607357219335,67.2554963098128
"layer.144",2014-05-24,19.7934321712276,21.2423044332969,0.350691253885143,91.4526612933246
"layer.145",2014-05-25,18.1920640668861,20.227877842875,0.0623876941246966,88.0909496707352
"layer.146",2014-05-26,19.5802052006137,21.9863807230356,0.0185835684626755,86.2356083918782
"layer.147",2014-05-27,20.1256513831821,22.100560211447,0.156126766951017,88.5820686088698
"layer.148",2014-05-28,17.3778908921968,20.6772267704853,0.0453019674780788,81.4004065743176
"layer.149",2014-05-29,16.8375206707028,20.7682820665943,0.0536227370148688,78.2235913974011
"layer.150",2014-05-30,16.2756508256196,20.5839149627475,0.022601916507134,76.3411809592428
"layer.151",2014-05-31,16.3443837312258,19.8412868819644,0.0172768306024596,80.2777078984777
"layer.152",2014-06-01,17.5085297798006,20.2200373069472,0.000578476839305024,84.4226896430428
"layer.153",2014-06-02,18.4685819271467,20.8471185206305,0.0130570486586002,86.2739139416601
"layer.154",2014-06-03,16.5828013788544,19.8221839954601,0.045637690643747,81.6010165155896
"layer.155",2014-06-04,15.9865894846272,20.1466636318092,0.0437421460006668,76.9975582646922
"layer.156",2014-06-05,18.0874211770444,21.2091303444274,7.74745766926371e-05,82.3830187453745
"layer.157",2014-06-06,18.5561361547655,23.3493272184716,0,74.4803825036076
"layer.158",2014-06-07,18.8974823351903,23.6011539162326,0,74.9400133050719
"layer.159",2014-06-08,17.2365632019458,23.6597693317335,2.06598871180366e-05,67.2757569077222
"layer.160",2014-06-09,17.1927037257872,24.0568614915369,5.16497177950914e-06,65.5063885956846
"layer.161",2014-06-10,19.451512504816,22.3988710487589,0.158549138715606,83.4267836494369
"layer.162",2014-06-11,19.5841585933736,21.398724472226,0.0643968681469258,89.4112974337658
"layer.163",2014-06-12,18.5792891262528,22.4350291216628,0.0108671006240882,78.8356318190166
"layer.164",2014-06-13,19.40944059668,21.1120127782711,0.106718646908228,90.0145108046839
"layer.165",2014-06-14,18.4064868167916,22.3487428113241,0.0267338939307417,78.3972883750162
"layer.166",2014-06-15,18.1120932763051,21.5380556454777,0.000439022601258329,80.8646069914253
"layer.167",2014-06-16,19.0591016679094,21.3430458897702,0.0227981854347554,86.8327333989753
"layer.168",2014-06-17,17.6161987233598,20.49049538132,0.000206598871180366,83.5903670745412
"layer.169",2014-06-18,18.5529514772645,21.6098733379703,0.000371877968124658,82.7666981575738
"layer.170",2014-06-19,17.7089997376662,20.1553124704099,0.229221447574637,85.8393531374942
"layer.171",2014-06-20,16.0209986438335,18.863180024981,0.0750005552102591,83.5739266135804
"layer.172",2014-06-21,16.7179732461197,19.7226954081298,0.0650321596758055,82.8140371758782
"layer.173",2014-06-22,17.1944302846622,19.3597877155371,0.100970033317633,87.2987604018976
"layer.174",2014-06-23,16.498248801294,19.9266840593628,0.00416813222606421,80.6396742565178
"layer.175",2014-06-24,16.7111890289145,20.4583788217811,0.000898705089634694,79.0951612664052
"layer.176",2014-06-25,16.9791595076061,20.407859904721,0.000149784181605765,80.7020883174077
"layer.177",2014-06-26,17.0937956958132,21.4989944188069,1.54949153385274e-05,76.0171163908119
"layer.178",2014-06-27,17.0566228222237,21.5304710720631,0,75.6924651575051
"layer.179",2014-06-28,17.4328296295466,21.1324830434638,0,79.428517796779
"layer.180",2014-06-29,19.5121128910566,22.4582341442323,0.000681776274895232,83.439996320866
"layer.181",2014-06-30,18.947808780987,23.0628445436073,0.00608433675626226,77.6590266202821
"layer.182",2014-07-01,18.9401948393754,22.7482194640127,0.0057227887316967,79.1154252358922
"layer.183",2014-07-02,18.3318665284489,21.2093997786517,0.00218478306273252,83.6552879311583
"layer.184",2014-07-03,19.0904664706541,21.5184340980916,0.00771646783858728,86.0731934152068
"layer.185",2014-07-04,18.958326758021,21.6655653921374,0.00283556950695067,84.6018806143911
"layer.186",2014-07-05,18.6010083827731,21.9915740677094,0.00198851413511112,81.1032047989956
"layer.187",2014-07-06,17.893711032725,21.9709556136933,0.00773196275392583,77.6802800181135
"layer.188",2014-07-07,18.5248201593389,22.3488169057358,0.000175609040503311,78.9801941661514
"layer.189",2014-07-08,18.7151259932261,21.9315104432528,0.00794372659688573,81.9839827265912
"layer.190",2014-07-09,18.1611080254299,20.2618602344174,0.142749490042087,87.7354906896654
"layer.191",2014-07-10,18.2087744723943,20.7073495167643,0.0283350351823897,85.6132125718054
"layer.192",2014-07-11,17.3977005623994,18.9625002159211,0.513594463810877,90.6437898940271
"layer.193",2014-07-12,16.9897201910434,18.7048941540484,0.154876843780375,89.7674441670873
"layer.194",2014-07-13,15.3483300859229,19.9200963925782,0.0648152308610662,74.9594650307486
"layer.195",2014-07-14,14.7520815862071,18.8977888510949,0.0345639911484782,76.8750260099413
"layer.196",2014-07-15,14.9681149776073,18.9853415022878,0.0147459944304999,77.5272813218054
"layer.197",2014-07-16,16.2852658672702,20.1831719692046,0.0103144486436807,78.301201463809
"layer.198",2014-07-17,17.7922040130663,20.8656286518413,0.00867715258957608,82.591948197712
"layer.199",2014-07-18,17.5015137278348,21.6692162258769,8.26395484721462e-05,77.1934466935765
"layer.200",2014-07-19,15.1242312852194,19.1496357564228,0.0118949300082106,77.5114514481512
"layer.201",2014-07-20,14.0442107501723,18.425079976236,0.0115695367861014,75.6406767998309
"layer.202",2014-07-21,14.1556988663668,19.2588913343847,0.00251017628484165,72.3226681899658
"layer.203",2014-07-22,15.2431137100944,19.45675709287,0.00103815932768141,76.626863926899
"layer.204",2014-07-23,15.6985591982279,20.066419383951,7.2309604913128e-05,75.9692188138959
"layer.205",2014-07-24,16.1707700001025,22.3070882802442,0.000604301698202569,68.2384563915613
"layer.206",2014-07-25,17.5515473297233,21.4373680758492,0.394712308361904,78.5438464982322
"layer.207",2014-07-26,17.0706671279849,18.3323137728025,1.13268864119002,92.3584825395294
"layer.208",2014-07-27,17.6105858817871,18.7063558347153,0.216722215868223,93.3513588563704
"layer.209",2014-07-28,17.2903000590894,18.5382423504506,0.321204429995923,92.4501158895691
"layer.210",2014-07-29,15.1076062925177,18.8116574654353,0.0690040229742483,79.0787823691875
"layer.211",2014-07-30,14.1440217155297,18.5073651883434,0.012618026057342,75.7399982131836
"layer.212",2014-07-31,15.1983940049556,17.7060408617922,0.00672995822870095,85.2546783802551
"layer.213",2014-08-01,16.1998774643886,19.7587524431995,0,79.9502027655674
"layer.214",2014-08-02,15.9193207985617,19.4068511386703,0,80.2669456090475
"layer.215",2014-08-03,17.2869384550605,21.867068512651,0,75.2395400434231
"layer.216",2014-08-04,17.8307251888161,22.9025985386927,0,73.1135165413637
"layer.217",2014-08-05,17.1962727609176,20.9805288768027,0.220162087073377,78.9836514390156
"layer.218",2014-08-06,11.8524876297664,18.2227214020602,2.58248588975457e-05,66.3810666949238
"layer.219",2014-08-07,12.2729931791101,18.4420071813789,0,67.3121604732447
"layer.220",2014-08-08,13.7215394698061,19.5277193317004,0,69.1484330604624
"layer.221",2014-08-09,15.953138169037,18.6163513320811,0.172494562520283,84.5064514553444
"layer.222",2014-08-10,16.9077544013382,19.6606918572581,0.0704812049031882,84.1402171507383
"layer.223",2014-08-11,15.6921837423112,21.3486635933473,0.00011879435092871,70.1728147093421
"layer.224",2014-08-12,15.6300276228086,22.0925445432734,3.09898306770548e-05,66.7881270831773
"layer.225",2014-08-13,16.2456099213763,22.9864127900232,1.54949153385274e-05,65.7957111426156
"layer.226",2014-08-14,14.258157628727,16.3018439866128,0.209832143514357,87.7048171373133
"layer.227",2014-08-15,14.5857889527873,18.2826839886827,0.0441346838559097,79.0395525449856
"layer.228",2014-08-16,15.5977659855953,19.2644484152613,0.0804702603247597,79.3329336834429
"layer.229",2014-08-17,16.7665365275528,20.4399091057039,0.0357777595166631,79.4640268526272
"layer.230",2014-08-18,18.0426587655023,21.523324329263,0.00568146895746057,80.585238227391
"layer.231",2014-08-19,18.076073475604,20.7800293987747,0.0518304918073789,84.5237431910581
"layer.232",2014-08-20,17.3025689986574,21.4953368492117,0.02390865436735,77.0448300591152
"layer.233",2014-08-21,17.098267666327,21.1950591420622,0.0201278950247488,77.4681670342507
"layer.234",2014-08-22,17.4839003869432,22.0288031416549,0.000160114125164783,75.4334321638
"layer.235",2014-08-23,17.0166069223595,22.8594014966786,0.00018077401228282,69.6320858061308
"layer.236",2014-08-24,16.8496797938053,22.6479899325656,0,69.7881655694125
"layer.237",2014-08-25,13.7903516873041,23.5340513226656,0,54.3551777836765
"layer.238",2014-08-26,15.28223277549,24.0171940378613,0,58.1364317392069
"layer.239",2014-08-27,18.7291580971578,23.32787351836,0.0154949153385288,75.3884555706415
"layer.240",2014-08-28,16.7353608531654,19.6760967590336,0.111212172356401,83.1455673750476
"layer.241",2014-08-29,14.6473166780703,18.2115264100397,0.0687406094134934,79.7090503689316
"layer.242",2014-08-30,15.2071305148818,19.2213322035145,0.00985476615530427,77.5781346783597
"layer.243",2014-08-31,17.386773824077,21.2137780847969,0.0354213764638769,78.8037616986254
"layer.244",2014-09-01,18.3736516935915,24.5828644559663,0,68.3736721920964
"layer.245",2014-09-02,17.7921796094072,23.3202822090898,0.000263413560754992,71.11716913077
"layer.246",2014-09-03,17.7195116137855,20.1269073673109,0.207864289266364,86.0472445727203
"layer.247",2014-09-04,16.6910926157184,21.4715188637818,0.182039430368816,74.2256153183074
"layer.248",2014-09-05,13.4120644680505,19.3270110421485,0.163543666426392,68.6213126337375
"layer.249",2014-09-06,11.3054064020442,19.4119905964992,0.011331948084244,59.4401184143086
"layer.250",2014-09-07,13.6024984211475,21.4985094372031,2.06598871180366e-05,60.7627979026659
"layer.251",2014-09-08,14.4116383411658,21.8586217497185,0,62.6411379237216
"layer.252",2014-09-09,16.8202367792078,22.5100328738579,0.0079953763146808,70.2438576741018
"layer.253",2014-09-10,15.5929950702585,23.7349145368964,0.000232423730077911,60.3215408212193
"layer.254",2014-09-11,16.5577144173905,24.7511126573432,0,60.3587995707206
"layer.255",2014-09-12,17.4128857392194,23.1241408296402,0.00398735821378137,70.2642850423533
"layer.256",2014-09-13,16.6705813403192,22.7511899763359,0.00937442377980992,68.5688345422743
"layer.257",2014-09-14,16.952474106477,22.7912817889148,0.00261864069221134,69.6366153541306
"layer.258",2014-09-15,15.7434436280651,23.8727907653368,0,60.4020942782776
"layer.259",2014-09-16,15.6411556913179,24.8968361575669,0,56.4379172303607
"layer.260",2014-09-17,17.6046618935621,21.6861973178647,0.0439332499565087,77.6167280872234
"layer.261",2014-09-18,18.1225380423621,22.2327446418986,0.0717621179045065,77.5585937062782
"layer.262",2014-09-19,18.1244110231912,24.3582438790061,1.03299435590183e-05,68.2239165597575
"layer.263",2014-09-20,17.1720704320929,25.4724689061162,0,60.116953526731
"layer.264",2014-09-21,19.2405245699164,24.6670559152109,0.0108774305676473,71.8163925191096
"layer.265",2014-09-22,14.3495981390435,21.7013732005495,0.00656467913175669,62.9925613823779
"layer.266",2014-09-23,14.2899067891011,21.3397251129555,0.00633225540167878,64.1541863189981
"layer.267",2014-09-24,14.5869054201871,23.5315051692457,0.000284073447873029,57.2405090015932
"layer.268",2014-09-25,15.4661143461424,24.0076425946091,0,58.8599922893614
"layer.269",2014-09-26,16.897364543514,24.3074824711441,0.00605334692558526,63.3332902920732
"layer.270",2014-09-27,17.7130690478064,26.2131840039066,7.74745766926371e-05,59.5347137710065
"layer.271",2014-09-28,19.7854155692423,24.4600428648099,0.0249571436385904,75.2153488942442
"layer.272",2014-09-29,19.9022419858456,26.100829932365,3.6154802456564e-05,68.7153692224779
"layer.273",2014-09-30,19.9408180698282,27.985798501566,0,61.6620961071455
"layer.274",2014-10-01,21.9153547259456,26.6957878506537,2.06598871180366e-05,75.0868140290022
"layer.275",2014-10-02,18.2624137149019,23.8517142731394,0.218566110793508,70.9418605695808
"layer.276",2014-10-03,12.7075979424477,19.2689479668075,0.0230357741366129,65.772869009868
"layer.277",2014-10-04,10.5843880947169,18.2821990070789,0.033355387752073,60.8039326911301
"layer.278",2014-10-05,10.7148561567076,19.2024852795233,0.0326839414207368,57.9055944790081
"layer.279",2014-10-06,12.8738905758676,19.4807232671233,0.0868954852184697,65.6224225631653
"layer.280",2014-10-07,13.6403667990188,21.4531434496831,0.0161457017827471,61.0820179494336
"layer.281",2014-10-08,14.8508736988009,22.452569289666,0.0131138633481749,62.1520771934531
"layer.282",2014-10-09,15.8586655040883,23.2246936821566,0.00681259777717313,63.2726632529075
"layer.283",2014-10-10,16.5478065318318,24.0943734714179,0,62.7402013391089
"layer.284",2014-10-11,15.8561214226364,26.8032853703019,0,51.1079574404863
"layer.285",2014-10-12,18.4114102549972,25.3940029241385,0,65.2997504503181
"layer.286",2014-10-13,17.4097132635479,26.74011651641,0,56.6194178441698
"layer.287",2014-10-14,17.1762800632724,27.6126927235828,2.06598871180366e-05,53.0061326630408
"layer.288",2014-10-15,20.7375609310686,25.5604122369344,0.0012137683681847,74.7077981228715
"layer.289",2014-10-16,19.7841343771442,24.3330585148877,0.0448112951590254,75.7835427759565
"layer.290",2014-10-17,19.9661368660528,26.7665682213826,0,66.3311121107091
"layer.291",2014-10-18,20.1424288987526,27.7488378371319,1.54949153385274e-05,63.3058593796251
"layer.292",2014-10-19,20.8218877747832,28.1405749917269,0,64.5240701485749
"layer.293",2014-10-20,20.8177025472627,26.3649832458887,0.00477243392426686,71.5852637749383
"layer.294",2014-10-21,19.0938951847452,21.4275404625171,0.30712471692498,86.5720075932337
"layer.295",2014-10-22,15.7376660617941,20.0043013235339,0.0433651030607628,76.4529004970805
"layer.296",2014-10-23,15.0475915940934,22.3877030001609,0.00154432656207336,63.1926281503725
"layer.297",2014-10-24,17.1732113031517,23.7763063696077,0.0055265198040753,66.5383168151797
"layer.298",2014-10-25,18.4490223944488,24.7999947614906,0,67.8117382429787
"layer.299",2014-10-26,20.2737632906383,22.5776002414619,0.880854947164687,86.8402128757355
"layer.300",2014-10-27,18.9574970336146,22.9453173349587,0.172473902633165,78.2606684501525
"layer.301",2014-10-28,16.9858522110901,22.5800116777695,0.0107586362167184,70.6842073958392
"layer.302",2014-10-29,18.3165898379076,24.4484167780305,0.052155885029488,68.6798160162654
"layer.303",2014-10-30,19.2696747406058,26.7568147024622,0.0582557167010889,63.5603070013621
"layer.304",2014-10-31,20.5028160341212,27.78626225089,0.019358314229602,64.5893162793476
"layer.305",2014-11-01,19.9940973583653,27.4362267783641,0.02201310972427,63.8848701818223
"layer.306",2014-11-02,20.5060251152812,26.7673293730663,0.0143173017728007,68.5784984110718
"layer.307",2014-11-03,19.0247535178506,24.9287169621596,0.0336239662846076,69.7586484490926
"layer.308",2014-11-04,18.3317323083243,26.6376574167566,5.68146895746005e-05,60.3645959252035
"layer.309",2014-11-05,19.0661848299375,27.8111579732172,0,58.9981607396219
"layer.310",2014-11-06,20.9938359561789,26.0775036643944,0.0610809562644807,73.6043435909448
"layer.311",2014-11-07,20.8619524819655,25.8372289590012,0.0624858285885073,74.0559062411848
"layer.312",2014-11-08,20.2967881429157,26.5645397041316,0.000284073447873003,68.5118288457512
"layer.313",2014-11-09,21.093335774884,23.6720285889401,0.487702460280195,85.4876678760847
"layer.314",2014-11-10,18.8769893625354,24.2585060650183,0.0382879358015047,71.9449170547298
"layer.315",2014-11-11,18.0503581199205,23.7048187340399,0.0702797710037874,70.6250481933172
"layer.316",2014-11-12,19.2686253832683,24.7110275806199,0.0142604870832261,71.7533549822759
"layer.317",2014-11-13,21.4174773757056,26.1820037282971,0.0670103438673576,75.0770357638318
"layer.318",2014-11-14,21.1608545984544,23.607573186627,0.957518623287948,86.1766210148197
"layer.319",2014-11-15,16.649057313071,20.2025173465108,0.227573821576973,80.0384297015672
"layer.320",2014-11-16,16.6148921904547,22.1778137394153,0.0486901889654371,70.749302956856
"layer.321",2014-11-17,14.9711349304101,22.422857430579,0.00237588701857439,62.7483431164678
"layer.322",2014-11-18,13.6150968101122,22.8617321027189,0.000377042939904193,55.9680325462596
"layer.323",2014-11-19,15.4758575070028,23.8074933810727,0.0182426803252279,59.6096416596705
"layer.324",2014-11-20,17.0726926316829,24.2991973687463,0.00331074691066567,64.0725131019078
"layer.325",2014-11-21,18.8765439957584,25.7940251811314,5.68146895746005e-05,65.6501054422518
"layer.326",2014-11-22,20.602370761059,27.7608748111034,0.00438506104080365,65.0833968633892
"layer.327",2014-11-23,22.0090464738059,27.1374781104377,0.0828306524279956,73.5818168874116
"layer.328",2014-11-24,22.0547240225609,23.7351233484203,1.44006127676041,90.322601304059
"layer.329",2014-11-25,21.9404538892391,24.8599169329794,0.138596852731361,83.8478324392487
"layer.330",2014-11-26,20.9232422715731,27.1471777425132,0.14377215445443,68.8100023643541
"layer.331",2014-11-27,21.0424968522481,25.9057999690907,0.515014831050242,74.5787400401342
"layer.332",2014-11-28,21.752094247158,23.5489847145486,1.01369285636189,89.6695578106532
"layer.333",2014-11-29,19.866874983023,23.612247870419,0.0863221733509442,79.544623399678
"layer.334",2014-11-30,20.3652404064433,23.3624486651959,0.173196998682296,83.2799703119118
"layer.335",2014-12-01,20.5938965904672,26.0098150513896,0.0502706703299671,72.1030911195553
"layer.336",2014-12-02,19.0072682961688,26.6923593001492,0.00051649717795094,62.7670679220531
"layer.337",2014-12-03,20.2752031065199,27.1929748247921,0.00910584524727544,65.9386032238096
"layer.338",2014-12-04,20.9698776639443,27.8239897781505,0.00045451751659683,66.3272436955062
"layer.339",2014-12-05,20.3020349296032,23.1964300320253,0.353475173674299,83.7915026585783
"layer.340",2014-12-06,20.1448509619095,23.9311300107578,0.0769012648251187,79.3873543273075
"layer.341",2014-12-07,20.2528676576096,25.312492335426,0.0773661122852745,73.58366751967
"layer.342",2014-12-08,20.5721041229699,25.3851856891476,0.110308302294987,74.7240822799635
"layer.343",2014-12-09,21.2994551798108,26.9046397896356,0.0239809639722632,71.4279699227528
"layer.344",2014-12-10,20.8655337189254,26.782835312676,0.0280767865934142,70.0499381914321
